number of episodes,average reward/episode
11.394,-3.209653357
11.395,-3.207353457
11.396,-3.208212688
11.397,-3.206176522
11.398,-3.208000702
11.399,-3.206140351
11.4,-3.206209982
11.401,-3.206455008
11.402,-3.207927738
11.403,-3.207821817
11.404,-3.207628233
11.405,-3.207434683
11.406,-3.205224862
11.407,-3.207047686
11.408,-3.207029538
11.409,-3.206923751
11.41,-3.205766366
11.411,-3.203470032
11.412,-3.203627442
11.413,-3.204047661
11.414,-3.205168638
11.415,-3.204975473
11.416,-3.206534116
11.417,-3.20677877
11.418,-3.206322795
11.419,-3.204991243
11.42,-3.205673759
11.421,-3.20758186
11.422,-3.208001401
11.423,-3.209558824
11.424,-3.209452954
11.425,-3.209172064
11.426,-3.211079023
11.427,-3.212985649
11.428,-3.21305451
11.429,-3.211461067
11.43,-3.213367159
11.431,-3.214748076
11.432,-3.212717572
11.433,-3.213835928
11.434,-3.215741146
11.435,-3.215809724
11.436,-3.215528548
11.437,-3.216471411
11.438,-3.216365067
11.439,-3.216958042
11.44,-3.218861988
11.441,-3.218405873
11.442,-3.218212007
11.443,-3.218105557
11.444,-3.218348624
11.445,-3.218329547
11.446,-3.217174806
11.447,-3.216893781
11.448,-3.214516552
11.449,-3.214323144
11.45,-3.214217099
11.451,-3.212364652
11.452,-3.212171483
11.453,-3.213200629
11.454,-3.213443911
11.455,-3.213861732
11.456,-3.214017631
11.457,-3.213911677
11.458,-3.213107601
11.459,-3.210907504
11.46,-3.212110636
11.461,-3.21226662
11.462,-3.210241647
11.463,-3.209351012
11.464,-3.210641082
11.465,-3.210622711
11.466,-3.210604343
11.467,-3.210673178
11.468,-3.210480425
11.469,-3.211159547
11.47,-3.211228315
11.471,-3.211122734
11.472,-3.211365815
11.473,-3.209604323
11.474,-3.210021786
11.475,-3.210352039
11.476,-3.210159449
11.477,-3.208398676
11.478,-3.208293405
11.479,-3.207839721
11.48,-3.206950614
11.481,-3.206845497
11.482,-3.207437081
11.483,-3.20733194
11.484,-3.206791467
11.485,-3.206686401
11.486,-3.206581353
11.487,-3.204561281
11.488,-3.205152755
11.489,-3.2051349
11.49,-3.206074319
11.491,-3.20596937
11.492,-3.205864439
11.493,-3.205846529
11.494,-3.20400174
11.495,-3.202418232
11.496,-3.200400104
11.497,-3.200730562
11.498,-3.200713105
11.499,-3.200347826
11.5,-3.200591253
11.501,-3.202486524
11.502,-3.203599061
11.503,-3.204015994
11.504,-3.204954368
11.505,-3.204849644
11.506,-3.20526636
11.507,-3.205509211
11.508,-3.204188027
11.509,-3.202345786
11.51,-3.202415081
11.511,-3.202310632
11.512,-3.200469035
11.513,-3.200277923
11.514,-3.198957881
11.515,-3.199982633
11.516,-3.200138925
11.517,-3.20029519
11.518,-3.20218769
11.519,-3.202951389
11.52,-3.203367763
11.521,-3.203176532
11.522,-3.201076109
11.523,-3.20105866
11.524,-3.201561822
11.525,-3.201457574
11.526,-3.201353344
11.527,-3.200294934
11.528,-3.198195854
11.529,-3.198438855
11.53,-3.198941982
11.531,-3.198491155
11.532,-3.198734067
11.533,-3.198803537
11.534,-3.198352839
11.535,-3.19842233
11.536,-3.199618618
11.537,-3.199514647
11.538,-3.199670682
11.539,-3.20017331
11.54,-3.200329261
11.541,-3.201611506
11.542,-3.20194057
11.543,-3.202962578
11.544,-3.203291468
11.545,-3.203880132
11.546,-3.203862475
11.547,-3.203411846
11.548,-3.204000346
11.549,-3.203809524
11.55,-3.204224742
11.551,-3.204639889
11.552,-3.204708734
11.553,-3.204604466
11.554,-3.202769364
11.555,-3.202665282
11.556,-3.203253439
11.557,-3.203062814
11.558,-3.203218271
11.559,-3.203287197
11.56,-3.201972148
11.561,-3.20212766
11.562,-3.202283145
11.563,-3.201054998
11.564,-3.201124081
11.565,-3.201711914
11.566,-3.201175759
11.567,-3.201763485
11.568,-3.202869738
11.569,-3.20414866
11.57,-3.204390286
11.571,-3.204286208
11.572,-3.202453988
11.573,-3.202090893
11.574,-3.200172786
11.575,-3.199982723
11.576,-3.200310961
11.577,-3.20029366
11.578,-3.200276362
11.579,-3.200345423
11.58,-3.201364304
11.581,-3.1996201
11.582,-3.198998532
11.583,-3.198808702
11.584,-3.199136815
11.585,-3.199292249
11.586,-3.19927505
11.587,-3.199171557
11.588,-3.199326948
11.589,-3.199741156
11.59,-3.198084721
11.591,-3.19910283
11.592,-3.198999396
11.593,-3.20001725
11.594,-3.199482536
11.595,-3.199379096
11.596,-3.19979305
11.597,-3.199948267
11.598,-3.1997586
11.599,-3.200517241
11.6,-3.198689768
11.601,-3.198931219
11.602,-3.199862105
11.603,-3.200275767
11.604,-3.200344679
11.605,-3.201533689
11.606,-3.201602481
11.607,-3.199603722
11.608,-3.199069687
11.609,-3.198880276
11.61,-3.197226768
11.611,-3.198070961
11.612,-3.198398347
11.613,-3.199672809
11.614,-3.199741713
11.615,-3.199982782
11.616,-3.199965568
11.617,-3.200034429
11.618,-3.200275411
11.619,-3.200172117
11.62,-3.200929352
11.621,-3.200912063
11.622,-3.200722705
11.623,-3.199501032
11.624,-3.199053763
11.625,-3.198864614
11.626,-3.198761503
11.627,-3.2000344
11.628,-3.199931206
11.629,-3.199570077
11.63,-3.200068782
11.631,-3.199707703
11.632,-3.199518611
11.633,-3.20139247
11.634,-3.200429738
11.635,-3.201100034
11.636,-3.201254619
11.637,-3.201666953
11.638,-3.201735544
11.639,-3.202147766
11.64,-3.202044498
11.641,-3.20271431
11.642,-3.201150906
11.643,-3.201734799
11.644,-3.199398884
11.645,-3.198866564
11.646,-3.199364643
11.647,-3.199347527
11.648,-3.199330415
11.649,-3.199141631
11.65,-3.196892971
11.651,-3.196876073
11.652,-3.198060585
11.653,-3.197614553
11.654,-3.197511798
11.655,-3.195693205
11.656,-3.195676418
11.657,-3.193944073
11.658,-3.195814392
11.659,-3.196226415
11.66,-3.195695052
11.661,-3.196278511
11.662,-3.195832976
11.663,-3.195730453
11.664,-3.196399486
11.665,-3.197411281
11.666,-3.196537242
11.667,-3.197206034
11.668,-3.197789014
11.669,-3.198286204
11.67,-3.198611944
11.671,-3.199537354
11.672,-3.199434593
11.673,-3.198989207
11.674,-3.199057816
11.675,-3.197670435
11.676,-3.197824784
11.677,-3.197807844
11.678,-3.198133402
11.679,-3.198630137
11.68,-3.199383614
11.681,-3.197825715
11.682,-3.198664727
11.683,-3.198647723
11.684,-3.198117244
11.685,-3.198271436
11.686,-3.198254471
11.687,-3.196954141
11.688,-3.196509539
11.689,-3.196663815
11.69,-3.196818065
11.691,-3.194919603
11.692,-3.196527837
11.693,-3.194544211
11.694,-3.194527576
11.695,-3.19502394
11.696,-3.195178251
11.697,-3.196101898
11.698,-3.196939909
11.699,-3.197350427
11.7,-3.197675412
11.701,-3.198171253
11.702,-3.197556182
11.703,-3.197624744
11.704,-3.197778727
11.705,-3.197676405
11.706,-3.198001196
11.707,-3.198325931
11.708,-3.198992228
11.709,-3.198035867
11.71,-3.198189736
11.711,-3.198258197
11.712,-3.198838897
11.713,-3.199675602
11.714,-3.20136577
11.715,-3.20203141
11.716,-3.200733976
11.717,-3.201314217
11.718,-3.201382371
11.719,-3.201279863
11.72,-3.200750789
11.721,-3.20158676
11.722,-3.199692911
11.723,-3.198055271
11.724,-3.19803838
11.725,-3.198447894
11.726,-3.198601518
11.727,-3.198840382
11.728,-3.198652912
11.729,-3.199147485
11.73,-3.199130509
11.731,-3.199795431
11.732,-3.200715929
11.733,-3.201124936
11.734,-3.201789519
11.735,-3.202198364
11.736,-3.20269234
11.737,-3.202589879
11.738,-3.202402249
11.739,-3.202470187
11.74,-3.202538114
11.741,-3.202009879
11.742,-3.202077834
11.743,-3.200357629
11.744,-3.198893146
11.745,-3.199982973
11.746,-3.198859283
11.747,-3.197054818
11.748,-3.197718955
11.749,-3.19787234
11.75,-3.198195898
11.751,-3.198264125
11.752,-3.198417425
11.753,-3.200272248
11.754,-3.20008507
11.755,-3.200153113
11.756,-3.198264863
11.757,-3.198077904
11.758,-3.196530317
11.759,-3.196173469
11.76,-3.195731655
11.761,-3.195544975
11.762,-3.19510329
11.763,-3.194576675
11.764,-3.194645134
11.765,-3.194883563
11.766,-3.195461885
11.767,-3.196295037
11.768,-3.196448296
11.769,-3.1971113
11.77,-3.197604282
11.771,-3.197672443
11.772,-3.196381551
11.773,-3.197638865
11.774,-3.197197452
11.775,-3.197605299
11.776,-3.197333786
11.777,-3.197656648
11.778,-3.195602343
11.779,-3.19516129
11.78,-3.193447076
11.781,-3.193685283
11.782,-3.193583977
11.783,-3.194585879
11.784,-3.195417904
11.785,-3.196504327
11.786,-3.196911852
11.787,-3.19697998
11.788,-3.198320468
11.789,-3.198727735
11.79,-3.198965313
11.791,-3.199287653
11.792,-3.199609938
11.793,-3.200016958
11.794,-3.198134803
11.795,-3.198541879
11.796,-3.198609816
11.797,-3.198253941
11.798,-3.198406645
11.799,-3.197966102
11.8,-3.198118803
11.801,-3.195983732
11.802,-3.193849021
11.803,-3.194340901
11.804,-3.194578568
11.805,-3.194731492
11.806,-3.193698653
11.807,-3.194105691
11.808,-3.194089254
11.809,-3.192633362
11.81,-3.190669715
11.811,-3.191076871
11.812,-3.190976043
11.813,-3.191129169
11.814,-3.191112992
11.815,-3.190673663
11.816,-3.189218922
11.817,-3.189625994
11.818,-3.18969456
11.819,-3.189593909
11.82,-3.190085441
11.821,-3.190492302
11.822,-3.189799543
11.823,-3.189952639
11.824,-3.191289641
11.825,-3.1920345
11.826,-3.191257293
11.827,-3.192002029
11.828,-3.193253868
11.829,-3.193322063
11.83,-3.193305722
11.831,-3.194219067
11.832,-3.194371672
11.833,-3.192496197
11.834,-3.19095902
11.835,-3.192125718
11.836,-3.193968066
11.837,-3.19437405
11.838,-3.194019765
11.839,-3.194087838
11.84,-3.192297948
11.841,-3.192703935
11.842,-3.192603226
11.843,-3.192502533
11.844,-3.193077248
11.845,-3.193651866
11.846,-3.194226386
11.847,-3.194294396
11.848,-3.194193603
11.849,-3.192320675
11.85,-3.19255759
11.851,-3.19439757
11.852,-3.194465536
11.853,-3.194533491
11.854,-3.194938844
11.855,-3.194922402
11.856,-3.196761407
11.857,-3.195058189
11.858,-3.195210389
11.859,-3.195109612
11.86,-3.195177472
11.861,-3.196425561
11.862,-3.196493298
11.863,-3.196308159
11.864,-3.19721871
11.865,-3.197707736
11.866,-3.197859611
11.867,-3.19817998
11.868,-3.199679838
11.869,-3.201516428
11.87,-3.200404347
11.871,-3.199966307
11.872,-3.200202139
11.873,-3.201448543
11.874,-3.203284211
11.875,-3.2034355
11.876,-3.203839353
11.877,-3.205674356
11.878,-3.205657042
11.879,-3.204040404
11.88,-3.20444407
11.881,-3.204511025
11.882,-3.204409661
11.883,-3.205149781
11.884,-3.203029028
11.885,-3.203011947
11.886,-3.201059981
11.887,-3.201716016
11.888,-3.201867272
11.889,-3.202607233
11.89,-3.202674291
11.891,-3.20332997
11.892,-3.203396956
11.893,-3.201698335
11.894,-3.202017654
11.895,-3.201244116
11.896,-3.201563419
11.897,-3.201798622
11.898,-3.201613581
11.899,-3.201428571
11.9,-3.201243593
11.901,-3.200050412
11.902,-3.200453667
11.903,-3.200100806
11.904,-3.20050399
11.905,-3.200403158
11.906,-3.200806248
11.907,-3.200285522
11.908,-3.200940465
11.909,-3.200755668
11.91,-3.200570901
11.911,-3.200889859
11.912,-3.200705112
11.913,-3.200772201
11.914,-3.200923206
11.915,-3.20040282
11.916,-3.200218176
11.917,-3.200285283
11.918,-3.201526974
11.919,-3.202097315
11.92,-3.202332019
11.921,-3.202398926
11.922,-3.202214208
11.923,-3.202113385
11.924,-3.202180294
11.925,-3.201073285
11.926,-3.20189486
11.927,-3.202380952
11.928,-3.203537597
11.929,-3.203520536
11.93,-3.203754924
11.931,-3.205162588
11.932,-3.205061594
11.933,-3.206887883
11.934,-3.205111018
11.935,-3.20308311
11.936,-3.20314987
11.937,-3.201122466
11.938,-3.200938102
11.939,-3.201675042
11.94,-3.201825643
11.941,-3.200385195
11.942,-3.200284686
11.943,-3.200267917
11.944,-3.200753453
11.945,-3.202159719
11.946,-3.202059094
11.947,-3.202376967
11.948,-3.20236003
11.949,-3.200251046
11.95,-3.200652665
11.951,-3.202225569
11.952,-3.2029616
11.953,-3.202693659
11.954,-3.202927645
11.955,-3.203747073
11.956,-3.2036464
11.957,-3.204632882
11.958,-3.205368342
11.959,-3.203595318
11.96,-3.203996321
11.961,-3.203561277
11.962,-3.201454485
11.963,-3.199431628
11.964,-3.19941496
11.965,-3.199147585
11.966,-3.197125428
11.967,-3.195437834
11.968,-3.195421506
11.969,-3.195238095
11.97,-3.196474814
11.971,-3.196541931
11.972,-3.197778335
11.973,-3.198179389
11.974,-3.199248434
11.975,-3.199148297
11.976,-3.198964682
11.977,-3.199282017
11.978,-3.198931463
11.979,-3.19966611
11.98,-3.197813204
11.981,-3.19863128
11.982,-3.198614704
11.983,-3.198931909
11.984,-3.198915311
11.985,-3.198398131
11.986,-3.198715275
11.987,-3.198698699
11.988,-3.198682125
11.989,-3.200500417
11.99,-3.198482195
11.991,-3.199132755
11.992,-3.199616443
11.993,-3.2009338
11.994,-3.201000417
11.995,-3.201483828
11.996,-3.201383679
11.997,-3.201116853
11.998,-3.201266772
11.999,-3.202333333
12,-3.200483293
12.001,-3.200716547
12.002,-3.198783637
12.003,-3.196601133
12.004,-3.197417743
12.005,-3.196901549
12.006,-3.19705172
12.007,-3.19703531
12.008,-3.197601799
12.009,-3.197668609
12.01,-3.198734493
12.011,-3.198967699
12.012,-3.198867893
12.013,-3.19951723
12.014,-3.199667083
12.015,-3.199816911
12.016,-3.199467421
12.017,-3.200449326
12.018,-3.20051585
12.019,-3.200582363
12.02,-3.20006655
12.021,-3.199883547
12.022,-3.199783748
12.023,-3.198186959
12.024,-3.198087318
12.025,-3.198320306
12.026,-3.196058868
12.027,-3.196458264
12.028,-3.194280489
12.029,-3.194763092
12.03,-3.194830022
12.031,-3.195644947
12.032,-3.196625945
12.033,-3.194615257
12.034,-3.194599086
12.035,-3.195496843
12.036,-3.195148293
12.037,-3.195464363
12.038,-3.195282
12.039,-3.195182724
12.04,-3.193754672
12.041,-3.193489454
12.042,-3.193971602
12.043,-3.193540352
12.044,-3.193607306
12.045,-3.193176158
12.046,-3.192994106
12.047,-3.192812085
12.048,-3.192630094
12.049,-3.19219917
12.05,-3.192598125
12.051,-3.190839695
12.052,-3.191321663
12.053,-3.191471711
12.054,-3.192285359
12.055,-3.192435302
12.056,-3.192253463
12.057,-3.192071654
12.058,-3.191309395
12.059,-3.191293532
12.06,-3.192438438
12.061,-3.192173769
12.062,-3.190168283
12.063,-3.190484085
12.064,-3.190302528
12.065,-3.190452511
12.066,-3.188199221
12.067,-3.188100762
12.068,-3.188085177
12.069,-3.188069594
12.07,-3.187556955
12.071,-3.187624254
12.072,-3.187608714
12.073,-3.187344708
12.074,-3.187163561
12.075,-3.188224578
12.076,-3.189368221
12.077,-3.189600927
12.078,-3.190330325
12.079,-3.190562914
12.08,-3.189636619
12.081,-3.189455388
12.082,-3.190184557
12.083,-3.190996359
12.084,-3.191890774
12.085,-3.190220089
12.086,-3.190700753
12.087,-3.191015884
12.088,-3.19224088
12.089,-3.190653433
12.09,-3.190472252
12.091,-3.190125703
12.092,-3.190688828
12.093,-3.190838432
12.094,-3.190988012
12.095,-3.190972222
12.096,-3.19087377
12.097,-3.191188626
12.098,-3.19150343
12.099,-3.191900826
12.1,-3.191306504
12.101,-3.191951744
12.102,-3.191770635
12.103,-3.191589557
12.104,-3.191821561
12.105,-3.19279696
12.106,-3.193524407
12.107,-3.193921374
12.108,-3.19390536
12.109,-3.191824938
12.11,-3.19362563
12.111,-3.193527081
12.112,-3.194501775
12.113,-3.194815915
12.114,-3.19496492
12.115,-3.193215583
12.116,-3.193364694
12.117,-3.193843869
12.118,-3.194157934
12.119,-3.194389439
12.12,-3.193878393
12.121,-3.191965022
12.122,-3.193104017
12.123,-3.193418014
12.124,-3.194061856
12.125,-3.193963384
12.126,-3.192380638
12.127,-3.192199868
12.128,-3.191771787
12.129,-3.192662819
12.13,-3.193223972
12.131,-3.193867458
12.132,-3.192285502
12.133,-3.190374155
12.134,-3.190358467
12.135,-3.18910679
12.136,-3.189008816
12.137,-3.190805734
12.138,-3.190295741
12.139,-3.190362438
12.14,-3.190346759
12.141,-3.190660517
12.142,-3.189409536
12.143,-3.189393939
12.144,-3.18962536
12.145,-3.189445085
12.146,-3.189676463
12.147,-3.189496213
12.148,-3.190550663
12.149,-3.192345679
12.15,-3.192823636
12.151,-3.191902567
12.152,-3.190652514
12.153,-3.190636827
12.154,-3.191032497
12.155,-3.191099046
12.156,-3.189109155
12.157,-3.189011351
12.158,-3.189489267
12.159,-3.189309211
12.16,-3.188964723
12.161,-3.187140273
12.162,-3.187124887
12.163,-3.187356133
12.164,-3.187340732
12.165,-3.185270426
12.166,-3.185501767
12.167,-3.185404339
12.168,-3.183581231
12.169,-3.183730485
12.17,-3.183304576
12.171,-3.183289517
12.172,-3.183356609
12.173,-3.183259405
12.174,-3.18349076
12.175,-3.183311432
12.176,-3.183296378
12.177,-3.183609788
12.178,-3.183512604
12.179,-3.183661741
12.18,-3.181840571
12.181,-3.180183878
12.182,-3.179922843
12.183,-3.18031845
12.184,-3.180139516
12.185,-3.181027409
12.186,-3.181422828
12.187,-3.180915655
12.188,-3.180818771
12.189,-3.1804758
12.19,-3.181199245
12.191,-3.181184383
12.192,-3.181251538
12.193,-3.182876825
12.194,-3.183189832
12.195,-3.184978682
12.196,-3.185045503
12.197,-3.185358255
12.198,-3.186490696
12.199,-3.186065574
12.2,-3.185968363
12.201,-3.186936568
12.202,-3.186839302
12.203,-3.185676827
12.204,-3.183859074
12.205,-3.184253646
12.206,-3.185139674
12.207,-3.185534076
12.208,-3.18551888
12.209,-3.186568387
12.21,-3.187290148
12.211,-3.187520472
12.212,-3.187832637
12.213,-3.187981005
12.214,-3.187883749
12.215,-3.188113949
12.216,-3.188098551
12.217,-3.188574235
12.218,-3.18929536
12.219,-3.187479542
12.22,-3.188773423
12.221,-3.189085256
12.222,-3.187188088
12.223,-3.185700262
12.224,-3.186175869
12.225,-3.186160641
12.226,-3.18606363
12.227,-3.186457311
12.228,-3.18488838
12.229,-3.185363859
12.23,-3.183141199
12.231,-3.183044474
12.232,-3.18302951
12.233,-3.18293281
12.234,-3.183898651
12.235,-3.181840471
12.236,-3.182152488
12.237,-3.18230103
12.238,-3.182449547
12.239,-3.181045752
12.24,-3.181194347
12.241,-3.181179546
12.242,-3.179367802
12.243,-3.17927148
12.244,-3.177378522
12.245,-3.175730851
12.246,-3.176206418
12.247,-3.175457218
12.248,-3.175361254
12.249,-3.176489796
12.25,-3.17647539
12.251,-3.175889651
12.252,-3.17660981
12.253,-3.174555247
12.254,-3.174867401
12.255,-3.174934726
12.256,-3.174757282
12.257,-3.174579866
12.258,-3.174728771
12.259,-3.175040783
12.26,-3.175842101
12.261,-3.175746208
12.262,-3.175894969
12.263,-3.176043705
12.264,-3.175947819
12.265,-3.17560737
12.266,-3.175511535
12.267,-3.175660254
12.268,-3.175482924
12.269,-3.175794621
12.27,-3.173661478
12.271,-3.173565841
12.272,-3.173470219
12.273,-3.173211667
12.274,-3.171486762
12.275,-3.17245031
12.276,-3.173169341
12.277,-3.171444861
12.278,-3.172000977
12.279,-3.172638436
12.28,-3.173031512
12.281,-3.172773164
12.282,-3.172677685
12.283,-3.172500814
12.284,-3.172649573
12.285,-3.1728797
12.286,-3.173109791
12.287,-3.173339844
12.288,-3.173162991
12.289,-3.173148902
12.29,-3.174029778
12.291,-3.173608851
12.292,-3.174245506
12.293,-3.174068651
12.294,-3.174949166
12.295,-3.172901757
12.296,-3.172969017
12.297,-3.173036266
12.298,-3.173510041
12.299,-3.174065041
12.3,-3.173969596
12.301,-3.173955454
12.302,-3.173860034
12.303,-3.17303316
12.304,-3.171718813
12.305,-3.171623598
12.306,-3.171690908
12.307,-3.17200195
12.308,-3.1722317
12.309,-3.172298944
12.31,-3.172122492
12.311,-3.172920728
12.312,-3.172906684
12.313,-3.172892643
12.314,-3.17320341
12.315,-3.17448847
12.316,-3.175123813
12.317,-3.174947232
12.318,-3.174527153
12.319,-3.174837662
12.32,-3.174985797
12.321,-3.173429638
12.322,-3.171630285
12.323,-3.172103213
12.324,-3.17168357
12.325,-3.170290443
12.326,-3.170519997
12.327,-3.170506165
12.328,-3.170573445
12.329,-3.169018654
12.33,-3.169086043
12.331,-3.169234512
12.332,-3.170355956
12.333,-3.170261067
12.334,-3.170166194
12.335,-3.169828145
12.336,-3.169895436
12.337,-3.167855406
12.338,-3.166707189
12.339,-3.166612642
12.34,-3.16651811
12.341,-3.168125101
12.342,-3.168030463
12.343,-3.168664938
12.344,-3.168894289
12.345,-3.168232626
12.346,-3.167409087
12.347,-3.168529316
12.348,-3.169001539
12.349,-3.169392713
12.35,-3.170431544
12.351,-3.170255829
12.352,-3.168542055
12.353,-3.168447466
12.354,-3.169486038
12.355,-3.169715118
12.356,-3.169863235
12.357,-3.16984949
12.358,-3.169593009
12.359,-3.170064725
12.36,-3.170293666
12.361,-3.17027989
12.362,-3.17204562
12.363,-3.171789065
12.364,-3.171856045
12.365,-3.173621219
12.366,-3.17352632
12.367,-3.171895213
12.368,-3.171962163
12.369,-3.171463217
12.37,-3.171449357
12.371,-3.171920466
12.372,-3.172876424
12.373,-3.172943268
12.374,-3.172767677
12.375,-3.170976083
12.376,-3.170639089
12.377,-3.170463726
12.378,-3.168511188
12.379,-3.168336026
12.38,-3.168160892
12.381,-3.167420449
12.382,-3.168456755
12.383,-3.168362403
12.384,-3.168348809
12.385,-3.168819635
12.386,-3.168644547
12.387,-3.168873103
12.388,-3.168778755
12.389,-3.168684423
12.39,-3.169316439
12.391,-3.169867657
12.392,-3.169692568
12.393,-3.169678877
12.394,-3.169665188
12.395,-3.169812843
12.396,-3.168185851
12.397,-3.168252944
12.398,-3.166303734
12.399,-3.165967742
12.4,-3.164260947
12.401,-3.164408966
12.402,-3.162218818
12.403,-3.162931312
12.404,-3.163401854
12.405,-3.163549895
12.406,-3.163536713
12.407,-3.164329465
12.408,-3.164638569
12.409,-3.164947623
12.41,-3.16509548
12.411,-3.165162746
12.412,-3.165230001
12.413,-3.163525052
12.414,-3.163109142
12.415,-3.163015464
12.416,-3.164371426
12.417,-3.162586568
12.418,-3.163539737
12.419,-3.164170692
12.42,-3.164479511
12.421,-3.166076316
12.422,-3.166143444
12.423,-3.16749839
12.424,-3.167887324
12.425,-3.169000483
12.426,-3.169067353
12.427,-3.16929514
12.428,-3.170086089
12.429,-3.170957361
12.43,-3.171506717
12.431,-3.171895109
12.432,-3.173650768
12.433,-3.173717227
12.434,-3.173703257
12.435,-3.174412995
12.436,-3.174720592
12.437,-3.174545747
12.438,-3.174531715
12.439,-3.175
12.44,-3.176352383
12.441,-3.174328886
12.442,-3.175279273
12.443,-3.176149148
12.444,-3.177099237
12.445,-3.175317371
12.446,-3.176829758
12.447,-3.176654884
12.448,-3.17680135
12.449,-3.177670683
12.45,-3.177656413
12.451,-3.177722454
12.452,-3.177788485
12.453,-3.177292436
12.454,-3.17575271
12.455,-3.176300578
12.456,-3.176768082
12.457,-3.177074972
12.458,-3.177301549
12.459,-3.178089888
12.46,-3.178557098
12.461,-3.178221794
12.462,-3.178127257
12.463,-3.178032734
12.464,-3.177858002
12.465,-3.177282208
12.466,-3.177267987
12.467,-3.177173564
12.468,-3.176998957
12.469,-3.177305533
12.47,-3.177371502
12.471,-3.178078897
12.472,-3.177663754
12.473,-3.177729678
12.474,-3.178597194
12.475,-3.179063803
12.476,-3.178889156
12.477,-3.17887482
12.478,-3.179261159
12.479,-3.179326923
12.48,-3.179873408
12.481,-3.180179458
12.482,-3.180325242
12.483,-3.178388337
12.484,-3.176211454
12.485,-3.175957072
12.486,-3.177064147
12.487,-3.175128123
12.488,-3.17503403
12.489,-3.175660528
12.49,-3.174205428
12.491,-3.17403138
12.492,-3.173457136
12.493,-3.17360333
12.494,-3.173109244
12.495,-3.173255442
12.496,-3.171401136
12.497,-3.171467435
12.498,-3.171453716
12.499,-3.17192
12.5,-3.170466363
12.501,-3.169012958
12.502,-3.169079421
12.503,-3.167946257
12.504,-3.168172731
12.505,-3.168399168
12.506,-3.168865435
12.507,-3.169411577
12.508,-3.169238149
12.509,-3.169304556
12.51,-3.169850532
12.511,-3.169996803
12.512,-3.170462719
12.513,-3.168850887
12.514,-3.169476628
12.515,-3.170102269
12.516,-3.170168571
12.517,-3.170394632
12.518,-3.170620657
12.519,-3.170926518
12.52,-3.171072598
12.521,-3.169541607
12.522,-3.169687774
12.523,-3.169754072
12.524,-3.169580838
12.525,-3.169647134
12.526,-3.169873074
12.527,-3.170019157
12.528,-3.170005587
12.529,-3.170071828
12.53,-3.170936079
12.531,-3.171002234
12.532,-3.171786484
12.533,-3.172490825
12.534,-3.173115277
12.535,-3.173101468
12.536,-3.173566244
12.537,-3.171558462
12.538,-3.171784034
12.539,-3.16969697
12.54,-3.170959254
12.541,-3.171184819
12.542,-3.17101172
12.543,-3.169164541
12.544,-3.169709047
12.545,-3.167702853
12.546,-3.16824739
12.547,-3.168074594
12.548,-3.168300263
12.549,-3.168605578
12.55,-3.168910844
12.551,-3.168897387
12.552,-3.168485621
12.553,-3.166560459
12.554,-3.16694544
12.555,-3.166852501
12.556,-3.167157761
12.557,-3.167064819
12.558,-3.167768134
12.559,-3.168152866
12.56,-3.168617148
12.561,-3.168285305
12.562,-3.167794317
12.563,-3.168576886
12.564,-3.168643056
12.565,-3.168550056
12.566,-3.168775364
12.567,-3.169398472
12.568,-3.168987191
12.569,-3.169530628
12.57,-3.169437594
12.571,-3.167992364
12.572,-3.168774358
12.573,-3.16931764
12.574,-3.167475149
12.575,-3.167700382
12.576,-3.16840264
12.577,-3.168707267
12.578,-3.169488831
12.579,-3.169316375
12.58,-3.169143947
12.581,-3.169686854
12.582,-3.169673369
12.583,-3.170534011
12.584,-3.170917759
12.585,-3.168838392
12.586,-3.167236037
12.587,-3.167778837
12.588,-3.167527206
12.589,-3.167593328
12.59,-3.166309269
12.591,-3.16685197
12.592,-3.168347495
12.593,-3.168651739
12.594,-3.169114728
12.595,-3.170450937
12.596,-3.170278638
12.597,-3.170106366
12.598,-3.17041035
12.599,-3.170952381
12.6,-3.170938814
12.601,-3.171718775
12.602,-3.17273665
12.603,-3.173357664
12.604,-3.173343911
12.605,-3.173568142
12.606,-3.174664869
12.607,-3.175126904
12.608,-3.174954398
12.609,-3.173195876
12.61,-3.174054397
12.611,-3.174278465
12.612,-3.173788948
12.613,-3.173695893
12.614,-3.171858898
12.615,-3.172003805
12.616,-3.172782753
12.617,-3.17276906
12.618,-3.171091212
12.619,-3.17163233
12.62,-3.171618731
12.621,-3.171763587
12.622,-3.17174998
12.623,-3.171815589
12.624,-3.170693069
12.625,-3.170996357
12.626,-3.171933159
12.627,-3.170335762
12.628,-3.16992636
12.629,-3.169912906
12.63,-3.171007838
12.631,-3.171627612
12.632,-3.1718515
12.633,-3.171758746
12.634,-3.171666007
12.635,-3.171652422
12.636,-3.171638838
12.637,-3.169805349
12.638,-3.171057837
12.639,-3.170886076
12.64,-3.170872558
12.641,-3.170700838
12.642,-3.168868148
12.643,-3.168854793
12.644,-3.168762357
12.645,-3.168590859
12.646,-3.168814739
12.647,-3.169433903
12.648,-3.169499565
12.649,-3.169407115
12.65,-3.169709904
12.651,-3.169854568
12.652,-3.170631471
12.653,-3.170459934
12.654,-3.170130383
12.655,-3.169958913
12.656,-3.170024492
12.657,-3.169537052
12.658,-3.170234616
12.659,-3.17014218
12.66,-3.169970776
12.661,-3.168535776
12.662,-3.168680407
12.663,-3.168588124
12.664,-3.168969601
12.665,-3.167061424
